x;absoluteError;relativeError;time
-0,16;4,44089209850063E-16;4,07014483890208E-16;0
-0,15;2,22044604925031E-16;2,04715010660836E-16;0
-0,14;0;0;0
-0,13;0;0;0
-0,12;2,22044604925031E-16;2,08296302864827E-16;0
-0,11;0;0;0
-0,1;2,22044604925031E-16;2,10650008114602E-16;0
-0,09;2,22044604925031E-16;2,11817053101126E-16;0
-0,08;2,22044604925031E-16;2,12977703176197E-16;0
-0,07;2,22044604925031E-16;2,14132062325966E-16;0
-0,0599999999999999;4,44089209850063E-16;4,30560463497216E-16;0
-0,0499999999999999;2,22044604925031E-16;2,16422309957864E-16;0
-0,04;2,22044604925031E-16;2,17558392881683E-16;0
-0,03;2,22044604925031E-16;2,18688573956263E-16;0
-0,02;2,22044604925031E-16;2,19812944215728E-16;0
-0,01;2,22044604925031E-16;2,20931592377709E-16;0
0;0;0;0
0,01;1,11022302462516E-16;1,11576033091875E-16;0
0,02;1,11022302462516E-16;1,12127029198851E-16;0
0,03;0;0;0
0,04;0;0;0
0,05;0;0;0
0,0600000000000001;0;0;0
0,0700000000000001;0;0;0
0,0800000000000001;0;0;0
0,0900000000000001;1,11022302462516E-16;1,15910686703364E-16;0
0,1;0;0;0
0,11;1,11022302462516E-16;1,16969253758956E-16;0
0,12;1,11022302462516E-16;1,17494960919044E-16;0
0,13;2,22044604925031E-16;2,36036652728414E-16;0
0,14;0;0;0
0,15;1,11022302462516E-16;1,19058155498437E-16;0
0,16;2,22044604925031E-16;2,39149358411273E-16;0
0,17;1,11022302462516E-16;1,20088981274602E-16;0
0,18;0;0;0
0,19;0;0;0
0,2;0;0;0
0,21;1,11022302462516E-16;1,22124532708767E-16;0
0,22;1,11022302462516E-16;1,22628141165784E-16;0
0,23;1,11022302462516E-16;1,23129689848616E-16;0
0,24;2,22044604925031E-16;2,47258407652052E-16;0
0,25;1,11022302462516E-16;1,24126707662364E-16;0
0,26;1,11022302462516E-16;1,24622225431657E-16;0
0,27;1,11022302462516E-16;1,25115780731207E-16;0
0,28;0;0;0
0,29;0;0;0
0,3;1,11022302462516E-16;1,26584900905684E-16;0
0,31;1,11022302462516E-16;1,27070833214167E-16;0
0,32;2,22044604925031E-16;2,55109828663526E-16;0
0,33;1,11022302462516E-16;1,28037165255344E-16;0
0,34;3,33066907387547E-16;3,85552819763498E-16;0
0,35;4,44089209850063E-16;5,15985034193911E-16;0
0,36;2,22044604925031E-16;2,58946281965557E-16;0
0,37;0;0;0
0,38;1,11022302462516E-16;1,30421674842904E-16;0
0,39;2,22044604925031E-16;2,61786728351678E-16;0
0,4;0;0;0
0,41;0;0;0
0,42;0;0;0
0,43;2,22044604925031E-16;2,65526728229246E-16;0
0,44;0;0;0
0,45;1,11022302462516E-16;1,33688555545767E-16;0
0,46;0;0;0
0,47;1,11022302462516E-16;1,34607388046849E-16;0
0,48;1,11022302462516E-16;1,35064460289285E-16;0
0,49;2,22044604925031E-16;2,71039981919101E-16;0
0,5;1,11022302462516E-16;1,35973995551052E-16;0
0,51;3,33066907387547E-16;4,09279467898188E-16;0
0,52;1,11022302462516E-16;1,36877487188358E-16;0
0,53;1,11022302462516E-16;1,37327003955667E-16;0
0,54;1,11022302462516E-16;1,37775054098631E-16;0
0,55;1,11022302462516E-16;1,38221651879586E-16;0
0,56;0;0;0
0,57;2,22044604925031E-16;2,78221092523216E-16;0
0,58;3,33066907387547E-16;4,18658610778273E-16;0
0,59;7,7715611723761E-16;9,79956576890089E-16;0
0,6;1,11022302462516E-16;1,40433338743068E-16;0
0,61;2,22044604925031E-16;2,81743018702974E-16;0
0,62;3,33066907387547E-16;4,23924963844619E-16;0
0,63;2,22044604925031E-16;2,83487574188695E-16;0
0,64;3,33066907387547E-16;4,26533757476001E-16;0
0,65;2,22044604925031E-16;2,85221459309984E-16;0
0,66;2,22044604925031E-16;2,86084461159078E-16;0
0,67;1,11022302462516E-16;1,43472433748127E-16;0
0,68;1,11022302462516E-16;1,43901350799954E-16;0
0,69;5,55111512312578E-16;7,21644966006352E-16;0
0,7;1,11022302462516E-16;1,44755372248954E-16;0
0,71;1,11022302462516E-16;1,45180499073994E-16;0
0,72;2,22044604925031E-16;2,91208769289764E-16;0
0,73;8,88178419700125E-16;1,16821631816729E-15;0
0,74;1,66533453693773E-15;2,19672712658096E-15;0
0,75;7,21644966006352E-15;9,54646557467233E-15;0
0,76;2,93098878501041E-14;3,88839602584768E-14;0
0,77;1,09245945623115E-13;1,45342277552359E-13;0
0,78;3,98125976630581E-13;5,31166303540743E-13;0
0,79;1,43696166077234E-12;1,92252367423863E-12;0
0,8;5,08704189883247E-12;6,8249828941074E-12;0
0,81;1,77415859781149E-11;2,38688627748393E-11;0
0,82;6,09281514130089E-11;8,21965700925768E-11;0
0,83;2,06126338220258E-10;2,78842541900996E-10;0
0,84;6,87217505124238E-10;9,32187177986532E-10;0
0,85;2,25865792735647E-09;3,07210691882605E-09;0
0,86;7,32061278263529E-09;9,98398472628574E-09;0
0,87;2,34059288617416E-08;3,20071263314485E-08;0
0,88;7,38450072201857E-08;1,01251172693143E-07;0
0,89;2,29966211184873E-07;3,16151271011065E-07;0
0,9;7,07100287433704E-07;9,74670483460319E-07;0
0,91;2,14730805547791E-06;2,96763877528581E-06;0
0,92;6,4420234724416E-06;8,92632956625612E-06;0
0,93;1,90976213262362E-05;2,65312634606458E-05;0
0,94;5,59597827801683E-05;7,79429582469066E-05;0
0,95;0,000162113713479295;0,000226379480941165;0
0,96;0,000464423657257407;0,000650193120160369;0
0,97;0,00131601361860867;0,0018471131349747;0
0,98;0,00368939731869211;0,00519144219835314;0
0,99;0,0102351454844243;0,0144384495062243;0
